WorkshopDescriptionId,WorkshopId,FestivalId,Name,Difficulty,Capacity,PriorKnowledgeNeeded,Duration
4,486,887,DIY Lip Balm Making Kit,beginner,6,true,1.5
3,487,326,Thai Peanut Dressing,advanced,94,false,4
6,488,909,Folding Pocket Knife,beginner,36,true,1.5
2,489,264,Chunky Knit Sweater,beginner,6,true,3
5,490,62,Stuffed Bell Peppers,intermediate,22,true,3
1,491,280,Underwater Camera,beginner,33,true,3
6,492,258,Camping Chair,advanced,34,true,20
5,493,377,Baked Falafel,intermediate,7,false,3
3,494,566,Compact Hair Dryer,beginner,18,true,3
6,495,309,Portable Blender,beginner,26,true,13
1,496,680,LED Under Cabinet Lighting,beginner,4,false,3
1,497,927,Chilli Lime Corn on the Cob,advanced,5,false,3
5,498,913,Waterproof Rain Boots,intermediate,99,true,4
5,499,325,Mediterranean Olives,beginner,64,true,3
6,500,421,Peanut Butter Banana Smoothie,advanced,45,false,3
4,501,757,Chocolate Fudge Brownie Mix,beginner,88,false,3
2,502,804,Grass Fed Beef Patties,advanced,33,false,3
4,503,74,Magnetic Spice Containers,beginner,37,true,13
4,504,222,Lentils,intermediate,89,true,1.5
6,505,657,Tortilla Chips,advanced,93,false,3
1,506,537,Classic Baseball Cap,beginner,89,true,4
1,507,980,Multifunctional Baby Bottle Warmer,advanced,36,false,4
2,508,845,Cucumber Lime Sparkling Water,intermediate,77,false,3
2,509,433,Cinnamon Sugar Popcorn,beginner,43,true,4
5,510,644,Savory Breakfast Sausage,intermediate,31,false,3
3,511,850,Multicolored LED Strip Lights,advanced,62,true,3
5,512,736,Travel Pillow,intermediate,75,false,3
3,513,305,Ceramic Cookware Set,beginner,92,true,3
5,514,648,Children's Science Experiment Lab Kit,advanced,35,false,9.5
3,515,113,Noise Cancelling Ear Muffs,advanced,76,true,5
3,516,76,Organic Tomato Ketchup,intermediate,11,true,3
2,517,393,Electric Can Opener,advanced,8,false,4
4,518,516,Sweet Potato Tots,advanced,20,true,5
5,519,652,Desk Lamp with USB Port,advanced,49,false,3
5,520,837,Adjustable Dumbbells,beginner,69,true,1.5
5,521,523,Cinnamon Raisin Bagels,beginner,98,true,23
4,522,783,Tuna Fish (canned),intermediate,65,false,1.5
4,523,604,Pet Travel Carrier,advanced,79,true,1.5
3,524,784,Ethically-Sourced Coffee Beans,beginner,55,false,3
3,525,769,Portable Dog Water Bottle,intermediate,76,true,3
1,526,227,Wireless Printer,intermediate,58,true,3
3,527,75,Travel Jewelry Case,intermediate,8,true,3
3,528,463,Karaoke Microphone,advanced,11,false,3
2,529,323,Eggs (dozen),advanced,89,true,3
6,530,184,Pineapple Coconut Yogurt,intermediate,20,false,1.5
3,531,527,Almond Flour Pizza Crust,intermediate,68,true,1.5
6,532,98,Mango Chili Salsa,beginner,31,false,1.5
4,533,282,Home Delivery Food Journal,beginner,88,false,16
3,534,224,Reflective Safety Vest,advanced,78,true,3
1,535,601,Garlic Herb Cream Cheese,advanced,56,false,6
3,536,728,Decorative Throw Blanket,intermediate,88,true,3
6,537,726,Red Lentil Pasta,beginner,87,true,22
1,538,871,Memory Foam Pillow,beginner,50,false,3
4,539,656,Customizable Name Plate,beginner,45,false,1.5
3,540,761,Sunflower Seeds,advanced,23,false,1.5
1,541,963,Sliced Bell Peppers,intermediate,75,false,3
3,542,813,Tortilla Chips,intermediate,46,true,4.5
3,543,593,Pita Bread,beginner,38,true,1.5
4,544,728,Maple Cinnamon Almonds,advanced,84,true,3
1,545,681,Margherita Pizza,beginner,19,false,3
1,546,282,Vegetable Medley,beginner,82,false,4
1,547,541,Digital Photo Frame,beginner,81,true,18
6,548,452,Pet Travel Bed,intermediate,14,true,3
4,549,352,Chicken Sausage,beginner,29,true,5
4,550,945,Classic Minestrone Soup,intermediate,69,true,4
1,551,366,Organic Coconut Oil,intermediate,76,true,3
2,552,171,Roasted Chickpeas,advanced,48,false,3
6,553,976,Travel Makeup Organizer,advanced,29,true,4
6,554,874,Cranberry Citrus Sauce,beginner,38,false,3
5,555,756,Sweet Potatoes,intermediate,84,false,3
4,556,8,Teriyaki Chicken Bowl,beginner,35,false,3
6,557,204,Cream Cheese,beginner,83,true,3
5,558,441,Peach Mango Smoothie Mix,beginner,11,true,3
1,559,687,Blue Denim Jeans,intermediate,100,true,3
1,560,566,Feta Cheese Crumbles,beginner,21,false,3
4,561,998,Home Karaoke System,advanced,78,true,17
6,562,379,Sea Salt Tortilla Chips,beginner,88,false,3
1,563,865,Chocolate Chip Pancake Mix,beginner,60,false,1.5
1,564,547,Whole Wheat Pita Bread,advanced,91,true,4
6,565,307,Chipotle Black Bean Burger,advanced,59,false,4
5,566,780,Teriyaki Tofu Stir-Fry,beginner,36,true,3
2,567,536,Grapes (red),intermediate,57,true,3
1,568,803,Pineapple Chunks (canned),beginner,15,false,3
5,569,383,Puzzle Mat,beginner,16,false,4
3,570,399,Spinach and Cheese Quiche,advanced,4,true,3
5,571,700,Maple Bacon Popcorn,beginner,72,false,3
5,572,40,Fruit & Nut Trail Mix,intermediate,11,true,1.5
6,573,465,Sweet Chili Dipping Sauce,intermediate,100,true,4
2,574,34,Pressure Cooker,beginner,57,false,3
3,575,488,Avocado Lime Dressing,intermediate,46,true,3
3,576,186,BBQ Jackfruit,advanced,55,true,1.5
6,577,335,Multi-Purpose Plant Care Tool,intermediate,57,true,1.5
4,578,93,Yoga Wheel,beginner,27,true,3
2,579,238,Coconut Flakes,intermediate,88,true,3
3,580,27,Chickpeas,intermediate,13,true,4
3,581,300,Bluetooth Shower Speaker,beginner,88,true,3
4,582,976,Curried Lentil Salad,beginner,97,false,4
6,583,870,Garlic Herb Marinade,beginner,13,true,14
5,584,321,Digital Thermostat,advanced,20,false,3
2,585,366,Ergonomic Gaming Chair,beginner,46,true,5.5
5,586,942,Mixed Nuts,intermediate,12,true,4
6,587,42,Leather Wallet,beginner,11,true,3
2,588,597,Weighted Jump Rope,beginner,60,false,1.5
1,589,400,Smart Wi-Fi Light Bulbs,beginner,96,false,12
1,590,655,Gardening Gloves with Claws,intermediate,42,true,3
2,591,768,Kombucha Drink,intermediate,37,false,1.5
6,592,233,Smoked Gouda Cheese,intermediate,57,false,4
6,593,922,Diced Tomatoes (canned),intermediate,93,false,1.5
5,594,532,Biodegradable Trash Bags,intermediate,8,false,3
4,595,491,Crispy Rice Treats,intermediate,13,false,11
6,596,850,Pet Carrier,intermediate,11,false,11
5,597,49,Puzzle Game Set,beginner,65,false,3
4,598,147,Coconut Chia Pudding,intermediate,41,false,4
3,599,228,Vegetable Spiralizer,intermediate,29,false,1.5
1,600,107,Baby Safety Corner Guards,intermediate,13,true,5.5
2,601,396,Cucumber,beginner,75,true,4
5,602,693,Compressible Packing Cubes,advanced,49,false,1.5
3,603,370,Car Phone Mount,intermediate,62,false,3
1,604,882,Honey Garlic Sauce,intermediate,54,true,4
5,605,174,Induction Cooktop,advanced,31,true,3
3,606,42,Adjustable Skipping Rope,intermediate,55,true,4
2,607,973,Sculpting Kit,beginner,75,true,1.5
3,608,914,Camping Chair with Cooler,intermediate,72,false,3
6,609,398,Bluetooth Shower Speaker,intermediate,78,false,3
4,610,619,Garlic & Herb Goat Cheese,intermediate,93,true,3
2,611,561,Coconut Curry Chicken,intermediate,14,true,3
2,612,13,Electric Bike,beginner,62,false,3
4,613,523,Cranberry Orange Oatmeal,intermediate,49,true,12
1,614,659,High-Waisted Skirt,beginner,43,false,3
3,615,557,Peanut Butter Pretzel Bites,intermediate,50,true,1.5
1,616,543,Teriyaki Chicken Stir-Fry,intermediate,31,true,15
5,617,477,Ginger Tea,advanced,48,true,19
3,618,171,Compressible Packing Cubes,advanced,57,true,1.5
1,619,773,Gaming Mousepad,intermediate,67,false,1.5
6,620,955,Savory Quinoa Pudding,beginner,43,false,3
4,621,720,Sea Salt Caramel Popcorn,advanced,70,true,1.5
1,622,27,Magnetic Chess Set,advanced,64,true,10.5
1,623,905,Electric Hot Pot,beginner,78,true,1.5
4,624,360,Cocoa Powder,advanced,30,false,3
6,625,59,Bamboo Toothbrush,intermediate,52,true,3
5,626,70,Classic Black Trousers,advanced,77,false,4
3,627,824,Bluetooth Car Adapter,beginner,69,true,1.5
1,628,825,Honey Mustard Chicken Breasts,intermediate,15,true,3
1,629,47,Vegetable Stir Fry Mix,intermediate,47,true,4
2,630,426,Dried Cranberries,beginner,25,false,3
4,631,191,Banana Nut Muffins,intermediate,88,true,5
4,632,421,Honey Ginger Tea,beginner,59,false,3
5,633,178,Almond Butter Cups,beginner,98,false,3
6,634,241,Lemon Zest Olive Oil,advanced,4,true,4
2,635,552,Gardening Gloves,intermediate,17,true,3
5,636,415,DIY Candle Kit,beginner,100,false,1.5
2,637,457,Smart Thermostat with Wi-Fi,beginner,40,true,3
5,638,975,Roasted Garlic,intermediate,38,false,5
1,639,750,Air Purifier,beginner,100,false,4
5,640,836,Sustainable Wooden Toys,intermediate,36,true,3
1,641,168,Pepperoni Pizza Rolls,intermediate,19,false,3
1,642,190,Garlic Herb Cream Cheese,beginner,94,false,10.5
6,643,137,Paint By Numbers Kit,intermediate,81,false,3
5,644,334,Coconut Cashew Yogurt,intermediate,39,false,1.5
6,645,20,Canvas Tote Bag,intermediate,11,true,20
6,646,99,Smart Thermostat,advanced,51,true,3
1,647,757,Fitness Smartwatch,intermediate,43,false,1.5
5,648,843,Folding Backpack Chair,intermediate,58,true,12
5,649,355,Beef Chili,intermediate,3,false,3
6,650,703,Sesame Oil,beginner,77,true,3
6,651,168,Black Olives,intermediate,81,true,3
1,652,672,Samsung Galaxy Smartwatch,advanced,12,false,25
4,653,948,Thai Basil Fried Rice,advanced,67,true,3
4,654,487,Fitness Foam Roller,intermediate,53,false,3
5,655,328,Margherita Pizza,intermediate,37,false,14
6,656,845,Personal Security Alarm Keychain,advanced,27,false,3
2,657,172,Picnic Blanket,beginner,97,true,16
2,658,666,Portable Speakers,intermediate,21,true,3
3,659,225,Electric Kettle,intermediate,95,true,3
3,660,885,Orange Ginger Vinaigrette,beginner,64,false,19
4,661,328,Pet Hair Vacuum Cleaner Attachment,beginner,8,true,3
2,662,505,Quinoa Salad,beginner,80,false,3
4,663,220,Fresh Basil Pesto,beginner,77,true,3
1,664,52,Sporty Slide Sandals,intermediate,26,true,3
4,665,550,Organic Coconut Flakes,beginner,72,false,1.5
2,666,946,Maple Bacon Jerky,beginner,73,true,3
1,667,777,Yoga Strap,beginner,12,true,1.5
6,668,268,Protein Bar Variety Pack,beginner,62,true,3
6,669,698,Skincare Set,intermediate,87,false,3
4,670,150,Classic Caesar Dressing,beginner,49,true,3
3,671,378,Silicone Stretch Lids,advanced,16,false,13
4,672,570,Pork Chops,intermediate,91,false,4.5
2,673,550,Electric Air Pump,advanced,41,false,5
1,674,464,Insulated Cooler,intermediate,59,false,3
2,675,815,Granola Clusters,intermediate,24,true,14
1,676,805,Smart LED Desk Lamp,intermediate,27,true,3
2,677,671,Pecan Pie Filling,advanced,3,true,1.5
4,678,317,Fitness Balance Ball,advanced,24,true,5
5,679,284,Egg Noodles,advanced,3,false,3
2,680,85,Portable Air Purifier,advanced,86,true,1.5
3,681,105,Toilet Paper (12 rolls),advanced,28,false,3
4,682,911,Almond Flour Tortillas,beginner,66,true,4
4,683,81,Almond Flour Brownies,advanced,18,false,3
1,684,49,Tailored Dress Pants,advanced,45,true,3
5,685,964,Electric Egg Cooker,intermediate,93,false,4
1,686,52,Peach Yogurt,intermediate,92,true,1.5
6,687,590,Cajun Seasoning,advanced,94,true,3
1,688,543,Compact Shoe Rack,beginner,62,true,1.5
2,689,799,Rolling Cooler,intermediate,88,true,4
4,690,169,Portable Hammock Swing,advanced,67,true,1.5
3,691,390,Coconut Chia Seed Pudding,beginner,50,false,4
3,692,984,Cherry Almond Protein Bar,advanced,21,false,13
2,693,337,Spice Rack,beginner,3,false,3
4,694,261,Almond Quinoa Salad,beginner,1,false,3
2,695,323,Teriyaki Chicken Skewers,advanced,28,false,4
5,696,93,Wrap Front Midi Skirt,advanced,5,true,4
4,697,888,Oven-Baked Parmesan Zucchini,beginner,99,true,15
3,698,475,Fruit and Nut Bars,advanced,73,false,3
5,699,239,Dark Chocolate Raisins,advanced,38,false,1.5
4,700,814,Gardening Tool Belt,advanced,63,true,5.5
4,701,702,Running Shorts,beginner,98,false,1.5
2,702,447,Heavy-Duty Utility Tote,intermediate,32,true,3
3,703,961,Digital Stopwatch Timer,advanced,100,true,4
1,704,609,Children's Art Set,intermediate,93,false,1.5
5,705,7,Teriyaki Sauce,intermediate,5,true,4
6,706,730,Wireless Printer,advanced,61,true,3
2,707,93,Dog Walking Waist Pack,beginner,23,false,22
2,708,164,Honey Butter Popcorn,beginner,12,true,11
1,709,215,Chiffon Blouse,advanced,81,true,4
6,710,159,Berry Smoothie Mix,beginner,55,true,17
4,711,23,Salt and Pepper Grinder Set,intermediate,8,false,12
5,712,224,Pet Water Fountain,advanced,33,true,1.5
5,713,677,Buttermilk Pancakes,beginner,53,true,3
5,714,713,Sriracha Sauce,intermediate,70,true,4.5
2,715,735,Pet Grooming Glove,advanced,29,true,1.5
1,716,513,Chickpea Salad Deluxe,advanced,56,false,4
6,717,158,High-Low Hem Tee,beginner,81,false,3
6,718,433,Jalapeño Cornbread,intermediate,13,false,3
6,719,430,Tattoo Kit,intermediate,70,false,3
5,720,17,Mini Waffle Maker,beginner,83,true,3
1,721,707,Curried Lentil Salad,advanced,11,false,1.5
2,722,760,Honey Mustard Dip,intermediate,29,false,5
2,723,379,Teriyaki Tofu Stir-Fry,beginner,20,true,5
6,724,558,Smartphone Stand,intermediate,71,false,3
4,725,806,Savory Trail Mix,intermediate,97,false,3
5,726,641,Fire Roasted Salsa,beginner,99,true,3
1,727,510,Mediterranean Couscous Salad,beginner,2,true,3
4,728,207,Eco-Friendly Yoga Mat,beginner,19,true,1.5
4,729,792,Wireless HDMI Transmitter,advanced,38,true,1.5
2,730,55,Heat-Resistant Silicone Mat,beginner,51,true,3
3,731,771,Folding Pocket Knife,advanced,49,false,1.5
1,732,414,Protein Powder,advanced,95,true,4
1,733,153,Electric Toothbrush,intermediate,43,true,4
2,734,537,Fleece Hoodie,beginner,52,true,1.5
5,735,345,Almond Milk Yogurt,intermediate,79,true,3
5,736,181,Adjustable Stand for Tablets and Smartphones,intermediate,44,false,6
5,737,581,Cauliflower Gnocchi,intermediate,62,false,3
3,738,48,Children's Art Set,advanced,95,false,3
4,739,96,Folding Backpack Chair,beginner,97,true,3
5,740,426,Inspirational Wall Art,advanced,69,false,3
6,741,660,Portable Electric Fan,intermediate,1,false,1.5
4,742,513,Spicy Thai Chili Sauce,advanced,59,false,4
2,743,642,Indian Curry Sauce,intermediate,22,true,3
5,744,26,Basketball,advanced,64,false,3
4,745,316,Honey Sesame Cashews,intermediate,89,true,20
1,746,350,Tomatillo Salsa,intermediate,55,true,3
4,747,792,Mediterranean Chickpea Salad,beginner,53,false,12
6,748,951,Stick Vacuums Cleaner,advanced,88,false,3
6,749,28,Honey Sesame Cashews,advanced,41,false,3
4,750,659,Garden Tool Set with Carrying Bag,intermediate,22,false,3
3,751,530,Lemon Basil Pasta Sauce,beginner,17,false,3
5,752,987,Crispy Kale Chips,intermediate,47,false,12
4,753,12,Mediterranean Olives,beginner,99,true,3
2,754,291,Vegetable Medley,advanced,29,true,3
6,755,776,Kale Salad with Lemon Dressing,intermediate,73,false,5
5,756,161,Baked Falafel Balls,advanced,39,false,1.5
1,757,584,Magnetic Spice Jars,beginner,63,true,1.5
5,758,763,Vegan Chocolate Cake Mix,intermediate,65,true,3
6,759,213,Basmati Rice,intermediate,58,true,3
6,760,829,Rustic Wooden Picture Frame,intermediate,14,false,1.5
1,761,748,Plaid Flannel Shirt,advanced,87,false,3
3,762,183,Peach & Mango Salsa,intermediate,69,false,3
4,763,866,Pasta Maker Machine,beginner,7,true,3
4,764,742,Silicone Stretch Lids,advanced,88,false,3
5,765,623,Non-Toxic Concrete Sealer,advanced,5,false,3
2,766,663,Weighted Blanket for Adults,intermediate,34,false,1.5
4,767,990,Hand Crank Blender,advanced,31,true,15
6,768,788,DIY Lip Balm Making Kit,beginner,81,false,3
2,769,762,Pet Bed with Removable Cover,advanced,32,true,14
1,770,845,Rolling Cooler,advanced,28,true,3
3,771,331,Kids' Gardening Tools Set,intermediate,77,true,4.5
6,772,225,Gardening Kneeler and Seat,intermediate,25,true,1.5
4,773,377,Quinoa,intermediate,14,true,14
4,774,417,Chipotle Black Bean Burger,intermediate,16,true,1.5
1,775,602,Travel Organizer,beginner,91,true,4
5,776,849,A-Line Skirt,intermediate,45,true,3
6,777,181,Portable Grill Cover,advanced,24,true,1.5
1,778,999,Essential Oils Diffuser Necklace,advanced,41,true,3
6,779,587,Smart Home Hub,advanced,7,false,4
2,780,497,Portable Air Purifier,intermediate,36,false,1.5
1,781,834,Vegan Caesar Dressing,intermediate,5,false,3
4,782,73,Lemon Herb Grilled Chicken,beginner,27,false,4
4,783,591,Pet Safety Belt for Car,advanced,15,true,4
2,784,329,Chopping Board,intermediate,38,true,4
4,785,330,Hair Dryer,beginner,81,true,4
6,786,154,Almond Butter Cups,advanced,57,false,4.5
1,787,132,Mushroom Soup (canned),advanced,20,true,3
4,788,845,Phone Case,beginner,61,true,1.5
2,789,882,Wireless Smart Plug,beginner,35,false,3
4,790,835,Organic Chia Seeds,advanced,7,false,5
6,791,980,Pasta Portion Control Measure,advanced,12,false,4
4,792,630,Protein Pancake Mix,intermediate,26,true,12
2,793,450,Fire Roasted Salsa,intermediate,1,false,1.5
2,794,980,Pet Water Bottle,intermediate,65,true,3
2,795,491,Coffee Capsule Dispenser,advanced,52,true,3
2,796,559,Outdoor Sports Backpack,beginner,17,true,11
3,797,616,Over-Ear Headphones,intermediate,23,true,3
4,798,774,Granola,intermediate,57,true,3
5,799,52,Chocolate Fudge Ice Cream,beginner,35,true,4
6,800,980,Cranberry Orange Juice,beginner,9,true,4
1,801,662,USB Desk Fan,beginner,64,true,3
1,802,272,Mediterranean Flatbread,advanced,10,false,3
4,803,884,Interchangeable Watch Bands,beginner,45,true,3
6,804,336,Collapsible Storage Crates,beginner,58,false,9.5
5,805,994,Knitted Infinity Scarf,intermediate,14,false,1.5
6,806,862,Repair Tool Set for Home Improvement,beginner,24,true,9.5
6,807,224,Frozen Hash Browns,intermediate,92,false,4
2,808,748,Foldable Electric Scooter,advanced,44,true,9.5
1,809,933,Sun Protection Clothing,advanced,34,false,3
6,810,756,Cilantro Lime Rice,beginner,21,false,3
2,811,946,USB Desk Fan,intermediate,66,true,1.5
4,812,550,Kitchen Scale,beginner,47,true,3
5,813,35,Deluxe First Aid Kit,beginner,66,false,1.5
5,814,395,Pumpkin Spice Pancake Mix,beginner,6,false,3
1,815,53,Rechargeable Battery Organizer,advanced,82,false,3
1,816,975,Desk Lamp with USB Port,intermediate,32,true,5
6,817,469,Spaghetti Squash,beginner,39,true,3
1,818,236,Frozen Burritos,advanced,48,false,4
4,819,248,Stainless Steel Travel Mug,advanced,37,true,1.5
3,820,641,Adjustable Laptop Desk,intermediate,88,true,3
4,821,778,Wildflower Honey,advanced,28,true,4
6,822,385,Portable Ice Maker,advanced,28,true,3
5,823,746,Decorative LED Neon Sign,beginner,87,true,3
6,824,924,Smartphone Tripod with Bluetooth Remote,beginner,33,true,4.5
4,825,409,Action Camera,advanced,17,false,3
6,826,365,Patterned Knit Scarf,beginner,66,true,4
3,827,269,Recipe Book Stand,advanced,21,false,3
6,828,451,Breathable Face Mask Set,advanced,24,true,3
5,829,603,Almond Flour Biscuits,advanced,2,false,4
1,830,443,Bike Helmet,beginner,19,false,3
2,831,359,Sriracha Chili Sauce,beginner,13,false,3
1,832,886,Electric Heat Press Machine,intermediate,67,true,4
4,833,377,Peanut Butter Banana Smoothie,beginner,76,false,3
3,834,666,Siphon Coffee Maker,beginner,91,false,5
1,835,269,BBQ Jackfruit,beginner,68,true,12
2,836,19,Dog Collar,beginner,27,true,21
6,837,333,Sun Protection Clothing,beginner,35,false,3
2,838,632,Mini Cordless Vacuum Cleaner,intermediate,35,false,3
4,839,442,Almond Quinoa Salad,advanced,46,true,15
5,840,141,Pistachio Ice Cream,intermediate,47,true,1.5
5,841,747,Electric Hot Pot,intermediate,11,true,1.5
2,842,168,Action Camera,beginner,20,true,3
3,843,680,Beef Sirloin Steak,intermediate,90,false,3
4,844,119,Poppy Seed Dressing,beginner,4,true,4
6,845,515,Kids' Learning Tablet,intermediate,67,true,1.5
4,846,990,Almond Joy Snack Bars,beginner,63,false,3
5,847,893,Adjustable Bar Stools,beginner,6,true,3
4,848,188,Maple Cinnamon Granola Bars,beginner,67,true,1.5
4,849,764,Silicone Cooking Utensils Set,intermediate,56,true,4
3,850,387,Car Phone Mount,intermediate,49,true,1.5
5,851,926,Rustic Wooden Picture Frame,beginner,74,false,4
1,852,173,Compact Digital Camera,advanced,79,true,3
6,853,999,Kids' Gardening Tools Set,beginner,35,false,1.5
4,854,6,Inflatable Party Cooler,intermediate,5,true,3
6,855,73,Portable Water Filter,advanced,72,true,3
5,856,615,Ginger Turmeric Tea,beginner,62,true,3
5,857,585,Compact Pop-Up Tent,intermediate,74,true,1.5
2,858,784,Gardening Tools Set,intermediate,50,true,21
6,859,760,Chipotle Black Bean Salad,intermediate,40,false,3
4,860,728,Wall-Mounted Organizer,advanced,72,false,3
3,861,398,Cat Tree with Scratching Posts,beginner,65,true,4
6,862,929,Classic Leather Wallet,beginner,60,true,3
3,863,448,Vegetable Fried Rice Mix,advanced,53,false,3
4,864,307,Sriracha Honey Glaze,beginner,91,false,13
5,865,256,Cinnamon Raisin Bread,intermediate,31,false,3
3,866,875,Customizable Name Puzzle,advanced,16,true,3
4,867,670,Home Brewing Starter Kit,beginner,2,false,4
3,868,827,Fried Rice,intermediate,82,true,3
3,869,114,Coconut Cream Pie,beginner,41,false,5
1,870,770,BBQ Sauce,advanced,24,true,4
6,871,959,Smartphone Photography Tripod,advanced,16,false,1.5
2,872,626,Spicy Snack Mix,intermediate,34,false,5
2,873,801,Pet Hair Removal Brush,beginner,28,true,3
4,874,112,Lightweight Backpacking Tent,advanced,98,true,3
3,875,112,Bird Feeder,advanced,64,true,21
2,876,15,Colorful Post-It Notes Set,beginner,6,true,4
4,877,767,Travel Pillow,intermediate,96,true,5
3,878,514,Portable Solar Phone Charger,intermediate,22,true,3
6,879,94,LED Desk Light,beginner,44,true,3
3,880,539,Black Olives,advanced,20,true,1.5
6,881,286,Car Windshield Sun Shade,beginner,8,false,3
1,882,905,Set of Silicone Baking Molds,advanced,47,true,3
2,883,214,Chocolate Mint Thins,intermediate,33,false,3
6,884,5,Spinach Feta Wraps,advanced,1,true,1.5
1,885,138,Honey Nut Cheerios,advanced,52,true,3
6,886,107,Portable Folding Picnic Table,beginner,68,false,4.5
6,887,586,Pet Bed,intermediate,89,false,3
1,888,22,Roasted Red Pepper Dip,intermediate,30,true,10
6,889,634,Personalized Keychain,beginner,28,true,3
1,890,68,Savory Italian Herbs,advanced,74,true,5
5,891,124,Wire Shelving Unit,intermediate,22,true,3
6,892,453,Customizable Photo Calendar,advanced,7,false,3
2,893,881,Personal Blender with Cups,intermediate,61,false,3
4,894,649,Greek Feta Cheese,beginner,51,true,3
2,895,523,Knitted Infinity Scarf,beginner,71,false,3
6,896,511,Dark Chocolate Almond Butter Cups,intermediate,15,false,4
6,897,21,Pet Safety Harness,advanced,98,true,6
6,898,605,Sweet Potato Fries,intermediate,41,true,3
2,899,476,Whole Chicken,advanced,65,false,3
3,900,409,Thermostatic Shower Valve Kit,advanced,10,true,3
2,901,543,Pet Carrier Backpack,intermediate,29,true,5
4,902,503,Raisin Cinnamon Granola,intermediate,58,true,3
2,903,281,Pork Chops,beginner,90,false,3
4,904,13,Cranberry Lime Sparkling Water,intermediate,37,true,3
4,905,212,Cacao Powder,beginner,80,true,3
4,906,606,Stainless Steel Mixing Bowls,beginner,14,true,1.5
3,907,910,Sporty Leggings,intermediate,3,false,4
5,908,604,Glass Food Containers,advanced,31,false,4
4,909,341,Chocolate Hazelnut Granola,intermediate,95,false,3
6,910,151,Pet Carrier Backpack,beginner,45,true,5
3,911,548,Fresh Basil,beginner,45,false,4
6,912,345,Organic Blueberries,beginner,60,true,4
1,913,626,Computer Monitor Stand,advanced,1,false,5
4,914,233,Air Mattress,advanced,80,true,3
2,915,945,Ethical Wool Scarf,intermediate,47,true,4
1,916,836,Wrap Jumpsuit,beginner,5,false,1.5
2,917,422,Baked Mac and Cheese,advanced,5,false,3
5,918,692,Coconut Oil Spray,advanced,1,false,3
2,919,685,Hiking Water Bottle with Filter,beginner,45,true,1.5
1,920,491,Wireless Music Receiver,intermediate,92,false,10
1,921,940,Computer Monitor Stand,beginner,44,false,15
1,922,345,Flavored Instant Oatmeal,beginner,24,true,4
2,923,655,Italian Herbal Seasoning,beginner,8,true,3
6,924,623,Oven Mitts,beginner,21,true,1.5
3,925,310,Pet Training Clicker,beginner,72,false,5
3,926,187,Cheddar & Bacon Potato Skins,beginner,43,false,3
1,927,991,Pumpkin Puree,beginner,3,false,3
6,928,414,Automatic Pet Feeder,beginner,30,false,3
6,929,203,Savory Breakfast Sausage,intermediate,51,true,3
3,930,968,Coconut Cream Pie Yogurt,beginner,66,true,11
6,931,947,Spinach Pizza Rolls,beginner,25,false,10
4,932,877,White Rice,advanced,71,true,19
6,933,940,Whole Roasted Chicken,beginner,40,true,3
5,934,352,Portable Grill Cover,intermediate,57,false,3
5,935,527,Pumpkin Spice Granola,beginner,2,true,1.5
3,936,965,Mini Meatballs,intermediate,63,false,4
3,937,928,Cacao Powder,intermediate,77,false,3
1,938,907,Pumpkin Spice Coffee,intermediate,59,false,4
2,939,381,Ramen Noodle Soup Cups,intermediate,57,true,3
4,940,136,Maple Almond Butter,intermediate,81,true,4.5
2,941,171,Pumpkin Spice Coffee,beginner,93,true,1.5
2,942,619,Brownie Bites,intermediate,39,true,3
5,943,360,Trackpad for Laptop,intermediate,59,true,4
6,944,843,Folding Table,beginner,18,true,3
5,945,100,Outdoor Camping Hammock,advanced,57,true,3
5,946,605,Apple Sauce,intermediate,83,true,17
4,947,920,Brussels Sprouts,advanced,26,false,3
6,948,234,Lightweight Rain Jacket,beginner,82,true,5
3,949,185,Almond Butter,intermediate,46,true,3
3,950,3,Italian Marinara Sauce,beginner,44,true,1.5
2,951,810,Chipotle Lime Salsa,intermediate,8,false,4
5,952,465,Vegetable Spiralizer,beginner,62,false,3
3,953,315,Coloring Books for Adults,intermediate,20,false,3
1,954,69,Chipotle Black Bean Burger,intermediate,100,true,3
4,955,628,Pistachio Ice Cream,beginner,48,false,5
3,956,209,Lentil Pasta,advanced,7,false,3
4,957,358,Classic Cheeseburger Mix,intermediate,53,false,3
5,958,805,Fridge Magnet Set,beginner,19,true,3
4,959,561,Chocolate Fudge Ice Cream,advanced,82,false,4.5
4,960,647,Spicy Salsa Verde,beginner,93,true,3
5,961,156,Leather Wallet,advanced,96,false,12
4,962,58,Raspberry Tart,advanced,35,false,17
6,963,34,Automatic Pet Feeder,intermediate,65,true,3
3,964,82,Sesame Oil,intermediate,66,true,3
5,965,760,Mini Fondue Set,beginner,84,false,1.5
1,966,710,Collapsible Camping Cup,intermediate,20,true,12
1,967,323,Teriyaki Chicken Skewers,intermediate,43,false,1.5
6,968,186,Almond Crunch Granola Bars,advanced,79,false,13
4,969,673,Basketball,intermediate,63,false,20
2,970,485,High-Quality Yoga Block,advanced,63,true,4.5
5,971,902,Chickpea Salad,advanced,92,false,3
4,972,711,Canvas Tote Bag,intermediate,25,false,5
4,973,772,Baked Falafel,intermediate,46,true,3
3,974,480,Gluten-Free Bread,beginner,73,true,4
5,975,790,Coffee Maker,intermediate,95,false,5
